fid,Region,Departemen,Commune,Designatio,No_IRH,Long,Lat,Entreprise,Type_Ouvra,Date_Recep,Aquifere,Prof__Tota,X_dd,Y_dd,ProfTOt
4060,THIES,TIVAOUNE,Darou Khoudoss,MBORO KHONDIO,"05-7X-0022","-16°54'00""","15°09'32""",SONAFOR,Forage,1979/09/14,Quaternaire,33,-16.9,15.1588888889,33
4061,THIES,TIVAOUNE,Darou Khoudoss,MBORO KHONDIO,"05-7X-0023","-16°54'00""","15°09'32""",SONAFOR,Forage,1979/09/23,Quaternaire,27,-16.9,15.1588888889,27
4062,THIES,TIVAOUNE,Darou Khoudoss,MBORO KHONDIO,"05-7X-0037","-16°54'00""","15°09'32""",SASIF,Forage,1984/10/27,Continental terminal,34.5,-16.9,15.1588888889,34.5
4063,THIES,TIVAOUNE,Darou Khoudoss,MBORO MBAYE MBAYE,"05-7X-0004","-16°53'25""","15°08'20""",HYDRAF,Forage,1958/12/31,Continental terminal,42.7,-16.8902777778,15.1388888889,42.7
4064,THIES,TIVAOUNE,Darou Khoudoss,MBORO MBAYE MBAYE,"05-7X-0011","-16°53'25""","15°08'15""",HYDRAF,Forage,1966/02/07,Maastrichtien,437,-16.8902777778,15.1375,437
4065,THIES,TIVAOUNE,Darou Khoudoss,MBORO MBAYE MBAYE,"05-7X-0038","-16°52'35""","15°07'54""",SONAFOR,Forage,1985/12/06,Quaternaire,26.5,-16.8763888889,15.1316666667,26.5
4066,THIES,TIVAOUNE,Darou Khoudoss,MBORO MBAYE MBAYE,"05-7X-0041","-16°52'22""","15°06'36""",SONAFOR,Forage,1985/11/28,Quaternaire,40,-16.8727777778,15.11,40
4067,THIES,TIVAOUNE,Darou Khoudoss,MBORO OUOLOF,"05-7X-0018","-16°53'40""","15°08'50""",SONAFOR,Forage,1974/04/14,Quaternaire,25.5,-16.8944444444,15.1472222222,25.5
4068,THIES,TIVAOUNE,Darou Khoudoss,MBORO OUOLOF,"05-7X-0019","-16°53'40""","15°08'50""",SONAFOR,Forage,1974/05/28,Quaternaire,26.7,-16.8944444444,15.1472222222,26.7
4069,THIES,TIVAOUNE,Darou Khoudoss,MBORO OUOLOF,"05-7X-0020","-16°53'00""","15°09'00""",INTRAFOR,Forage,1978/12/04,Quaternaire,24,-16.8833333333,15.15,24
4070,THIES,TIVAOUNE,Darou Khoudoss,MBORO OUOLOF,"05-7X-0036","-16°54'00""","15°07'40""",SASIF,Forage,1983/10/19,Continental terminal,43,-16.9,15.1277777778,43
4071,THIES,TIVAOUNE,Darou Khoudoss,NDENOUTE,"05-7X-0042","-16°45'43""","15°17'40""",SONAFOR,Piezometre,1987/06/14,Continental terminal,52.2,-16.7619444444,15.2944444444,52.2
4072,THIES,TIVAOUNE,Darou Khoudoss,NDJILIGNE THIALLA,"05-7X-0090","-16°47'40""","15°13'40""",CDE,Puits moderne,,Quaternaire,16,-16.7944444444,15.2277777778,16
4073,THIES,TIVAOUNE,Darou Khoudoss,NDONG,"05-7X-0091","-16°53'57""","15°05'33""",CDE,Puits moderne,,Quaternaire,12.2,-16.8991666667,15.0925,12.2
4074,THIES,TIVAOUNE,Darou Khoudoss,SAO,"05-7X-0057","-16°59'00""","15°00'50""",HENAN-CHINE,Forage,1987/04/08,Paleocene,130,-16.9833333333,15.0138888889,130
4075,THIES,TIVAOUNE,Darou Khoudoss,THISSE 3    P6,"05-7X-0014","-16°58'30""","15°03'10""",INTRAFOR,Piezometre,1970/10/24,Paleocene,209,-16.975,15.0527777778,209
4076,THIES,TIVAOUNE,Koul,BEGAL,"05-8X-0048","-16°38'27""","15°02'26""",PRAKLA,Forage-puits,1985/03/26,Maastrichtien,449,-16.6408333333,15.0405555556,449
4077,THIES,TIVAOUNE,Koul,DAROU KANDJI,"05-8X-0160","-16°35'53""","15°04'18""",WVI,Forage,1993/03/02,Eocene,43.5,-16.5980555556,15.0716666667,43.5
4078,THIES,TIVAOUNE,Koul,DAROU SEYE,"05-8X-0164","-16°33'30""","15°01'12""",WVI,Forage,1993/05/05,Eocene,57,-16.5583333333,15.02,57
4079,THIES,TIVAOUNE,Koul,DIACK SAO,"05-8X-0006","-16°39'30""","15°02'00""",SASIF,Forage-puits,1966/03/22,Paleocene,319.8,-16.6583333333,15.0333333333,319.8
4080,THIES,TIVAOUNE,Koul,DIACK SAO,"05-8X-0066","-16°38'15""","15°01'00""",,Forage,1982/04/06,Maastrichtien,453.3,-16.6375,15.0166666667,453.3
4081,THIES,TIVAOUNE,Koul,GOLOBE,"05-8X-0168","-16°35'00""","15°03'44""",WVI,Forage,1993/04/19,Eocene,50,-16.5833333333,15.0622222222,50
4082,THIES,TIVAOUNE,Koul,GOUYE SOUKHE,"05-8X-0244","-16°33'40""","15°01'37""",WVI,Forage,1996/02/16,Eocene,52,-16.5611111111,15.0269444444,52
4083,THIES,TIVAOUNE,Koul,KEUR MASSEMBA FATIM,"05-7X-0056","-16°40'05""","15°04'10""",HENAN-CHINE,Forage,1987/01/16,Paleocene,323.5,-16.6680555556,15.0694444444,323.5
4084,THIES,TIVAOUNE,Koul,KOUL,"05-8X-0056","-16°37'50""","15°04'04""",HENAN-CHINE,Forage,1986/11/27,Eocene,64,-16.6305555556,15.0677777778,64
4085,THIES,TIVAOUNE,Koul,KOUL,"05-8X-0098","-16°37'50""","15°04'04""",SONAFOR,Forage,1999/10/05,Eocene,55,-16.6305555556,15.0677777778,55
4086,THIES,TIVAOUNE,Koul,KOURE  ICS-63-,"05-8X-0049","-16°36'12""","15°06'33""",SASIF,Piezometre,,Eocene,70,-16.6033333333,15.1091666667,70
4087,THIES,TIVAOUNE,Koul,MACKA DIAW,"05-8X-0059","-16°33'13""","15°02'04""",WVI,Forage,1995/01/03,Eocene,50.5,-16.5536111111,15.0344444444,50.5
4088,THIES,TIVAOUNE,Koul,MBEULEUKHE,11-2X-0032,"-16°37'10""","14°58'50""",PRAKLA,Forage-puits,1985/12/28,Maastrichtien,450,-16.6194444444,14.9805555556,450
4089,THIES,TIVAOUNE,Koul,MEKHE,"05-8X-0005","-16°37'30""","15°06'30""",SASIF,Forage,1960/08/26,Maastrichtien,445,-16.625,15.1083333333,445
4090,THIES,TIVAOUNE,Koul,MEKHEPAL,"05-8X-0249","-16°37'27""","15°06'33""",WVI,Forage,1996/10/16,Eocene,68.13,-16.6241666667,15.1091666667,68.13
4091,THIES,TIVAOUNE,Koul,NDIA NDEUCKOU,"05-8X-0166","-16°39'20""","15°05'05""",WVI,Forage,1993/04/07,Continental terminal,57,-16.6555555556,15.0847222222,57
4092,THIES,TIVAOUNE,Koul,NDIAKHATE SAER,"05-8X-0171","-16°34'12""","15°02'47""",WVI,Forage,1993/05/26,Eocene,48,-16.57,15.0463888889,48
4093,THIES,TIVAOUNE,Koul,NDOMBOLOKH,"05-8X-0161","-16°36'40""","15°05'33""",WVI,Forage,1993/03/15,Eocene,60,-16.6111111111,15.0925,60
4094,THIES,TIVAOUNE,Koul,NGADIAME NDIAYE,"05-8X-0167","-16°35'22""","15°03'53""",WVI,Forage,1993/04/14,Eocene,46,-16.5894444444,15.0647222222,46
4095,THIES,TIVAOUNE,Koul,NGANDECK,"05-8X-0170","-16°33'16""","15°00'59""",WVI,Forage,1993/04/13,Eocene,53.7,-16.5544444444,15.0163888889,53.7
4096,THIES,TIVAOUNE,Koul,NGANDECK,"05-8X-0229","-16°34'40""","15°00'33""",WVI,Forage,1994/12/21,Eocene,48,-16.5777777778,15.0091666667,48
4097,THIES,TIVAOUNE,Koul,NGOMENE,"05-7X-0035","-16°41'40""","15°00'50""",SASIF,Forage,1984/09/01,Maastrichtien,411,-16.6944444444,15.0138888889,411
4098,THIES,TIVAOUNE,Koul,SAKHE,"05-8X-0162","-16°36'53""","15°05'52""",WVI,Forage,1993/03/08,Eocene,46,-16.6147222222,15.0977777778,46
4099,THIES,TIVAOUNE,Koul,THIALLE,"05-8X-0266","-16°38'20""","15°02'20""",CDE,Puits moderne,,Quaternaire,22,-16.6388888889,15.0388888889,22
4100,THIES,TIVAOUNE,Koul,TOUBA KANE,"05-8X-0165","-16°33'22""","15°01'12""",WVI,Forage,1993/04/26,Eocene,53.6,-16.5561111111,15.02,53.6
4101,THIES,TIVAOUNE,Mbayene,DAROU WANIANE,"05-9X-0114","-16°18'47""","15°08'47""",WVI,Forage,2002/01/22,Eocene,56.6,-16.3130555556,15.1463888889,56.6
4102,THIES,TIVAOUNE,Mbayene,DIEMOUL OUOLOF,"05-8X-0028","-16°20'26""","15°13'54""",SONAFOR,Forage,1976/02/18,Eocene,85,-16.3405555556,15.2316666667,85
4103,THIES,TIVAOUNE,Mbayene,DIEMOUL PEULH,"05-9X-0083","-16°20'00""","15°13'50""",WVI,Forage,1994/04/21,Eocene,60,-16.3333333333,15.2305555556,60
4104,THIES,TIVAOUNE,Mbayene,FASS TOURE,"05-9X-0116","-16°19'01""","15°09'27""",WVI,Forage,2001/12/11,Eocene,50.6,-16.3169444444,15.1575,50.6
4105,THIES,TIVAOUNE,Mbayene,GAD NDIAKHAR,"05-9X-0119","-16°18'40""","15°10'00""",WVI,Forage,2002/01/31,Eocene,50.6,-16.3111111111,15.1666666667,50.6
4106,THIES,TIVAOUNE,Mbayene,GOGNO,"05-9X-0077","-16°17'13""","15°11'32""",WVI,Forage,1992/08/20,Eocene,54.5,-16.2869444444,15.1922222222,54.5
4107,THIES,TIVAOUNE,Mbayene,KEURSAMSOU,"05-9X-0088","-16°16'33""","15°07'41""",WVI,Forage,1994/04/30,Eocene,65.6,-16.2758333333,15.1280555556,65.6
4108,THIES,TIVAOUNE,Mbayene,KHATTRE OUOLOF,"05-8X-0149","-16°20'10""","15°12'10""",WVI,Forage,1992/06/27,Eocene,57,-16.3361111111,15.2027777778,57
4109,THIES,TIVAOUNE,Mbayene,KHELCOM DIOP,"05-9X-0104","-16°16'40""","15°14'30""",WVI,Forage,1989/02/03,Eocene,44.5,-16.2777777778,15.2416666667,44.5
4110,THIES,TIVAOUNE,Mbayene,KHELCOM KASSE,"05-9X-0106","-16°16'50""","15°14'25""",WVI,Forage,1989/02/09,Eocene,41.5,-16.2805555556,15.2402777778,41.5
4111,THIES,TIVAOUNE,Mbayene,KHELCOM PEULH,"05-9X-0105","-16°16'33""","15°14'10""",WVI,Forage,1989/02/12,Eocene,44.5,-16.2758333333,15.2361111111,44.5
4112,THIES,TIVAOUNE,Mbayene,MACKA MOR KHARY,"05-9X-0089","-16°17'50""","15°06'30""",WVI,Forage,1994/07/15,Eocene,69,-16.2972222222,15.1083333333,69
4113,THIES,TIVAOUNE,Mbayene,MATAR NDOUMBE,"05-9X-0115","-16°15'47""","15°09'47""",WVI,Forage,2002/01/07,Eocene,53.6,-16.2630555556,15.1630555556,53.6
4114,THIES,TIVAOUNE,Mbayene,MBAYENE,"05-9X-0030","-16°18'20""","15°10'40""",HENAN-CHINE,Forage,1987/02/23,Eocene,55.51,-16.3055555556,15.1777777778,55.51
4115,THIES,TIVAOUNE,Mbayene,NDIOURKY,"05-9X-0032","-16°18'20""","15°15'50""",SONAFOR,Forage,1991/05/10,Eocene,66,-16.3055555556,15.2638888889,66
4116,THIES,TIVAOUNE,Mbayene,NGALAP 1,"05-9X-0117","-16°19'33""","15°09'47""",WVI,Forage,2002/01/08,Eocene,59.6,-16.3258333333,15.1630555556,59.6
4117,THIES,TIVAOUNE,Mbayene,NGOPPE,"05-8X-0247","-16°20'40""","15°09'50""",WVI,Forage,1996/02/22,Eocene,50.65,-16.3444444444,15.1638888889,50.65
4118,THIES,TIVAOUNE,Mbayene,NGOUMBA AMAR,"05-8X-0252","-16°22'47""","15°11'06""",WVI,Forage,1996/09/30,Eocene,56.5,-16.3797222222,15.185,56.5
4119,THIES,TIVAOUNE,Mbayene,NIANDOUL,"05-8X-0150","-16°20'15""","15°11'39""",WVI,Forage,1992/08/31,Eocene,57,-16.3375,15.1941666667,57
4120,THIES,TIVAOUNE,Mbayene,PARIS NDIAYE,"05-9X-0076","-16°17'13""","15°10'00""",WVI,Forage,1992/08/17,Eocene,57,-16.2869444444,15.1666666667,57
4121,THIES,TIVAOUNE,Mbayene,SANTHIOU THIABALA,"05-9X-0091","-16°17'10""","15°07'36""",WVI,Forage,1994/07/08,Eocene,69,-16.2861111111,15.1266666667,69
4122,THIES,TIVAOUNE,Mbayene,SENO,"05-8X-0139","-16°21'00""","15°10'33""",WVI,Forage,1992/08/03,Eocene,66,-16.35,15.1758333333,66
4123,THIES,TIVAOUNE,Mbayene,SINE AMAR,"05-8X-0140","-16°21'50""","15°11'40""",WVI,Forage,1992/09/03,Eocene,66,-16.3638888889,15.1944444444,66
4124,THIES,TIVAOUNE,Mbayene,SINTHIOU,"05-9X-0118","-16°16'36""","15°09'47""",WVI,Forage,2002/02/01,Eocene,59.6,-16.2766666667,15.1630555556,59.6
4125,THIES,TIVAOUNE,Mbayene,THIARRE 2,"05-9X-0074","-16°17'00""","15°14'40""",WVI,Forage,1991/08/24,Eocene,57,-16.2833333333,15.2444444444,57
4126,THIES,TIVAOUNE,Mbayene,YOUYE,"05-9X-0075","-16°17'47""","15°12'45""",WVI,Forage,1992/08/24,Eocene,57,-16.2963888889,15.2125,57
4127,THIES,TIVAOUNE,Meouane,AINOUMANE,"05-7X-0073","-16°43'20""","15°05'25""",WVI,Forage,1994/11/23,Quaternaire,46.5,-16.7222222222,15.0902777778,46.5
4128,THIES,TIVAOUNE,Meouane,BELLY,"05-8X-0227","-16°39'33""","15°13'48""",WVI,Forage,1994/11/09,Quaternaire,53,-16.6591666667,15.23,53
4129,THIES,TIVAOUNE,Meouane,DAROU MBAYE,"05-8X-0035","-16°39'00""","15°10'40""",INTRAFOR,Forage,1981/06/23,Quaternaire,74,-16.65,15.1777777778,74
4130,THIES,TIVAOUNE,Meouane,DEA DIOP,"05-7X-0097","-16°47'00""","15°04'00""",CDE,Puits moderne,,Continental terminal,25,-16.7833333333,15.0666666667,25
4131,THIES,TIVAOUNE,Meouane,DIAMA TIENDOU,"05-7X-0096","-16°40'40""","15°04'50""",CDE,Puits moderne,,Quaternaire,30,-16.6777777778,15.0805555556,30
4132,THIES,TIVAOUNE,Meouane,DIATTY MBAYE,"05-7X-0072","-16°43'10""","15°09'35""",WVI,Forage,1994/01/11,Continental terminal,55.4,-16.7194444444,15.1597222222,55.4
4133,THIES,TIVAOUNE,Meouane,DIOBASS  ICS-73,"05-7X-0052","-16°47'04""","15°09'25""",SASIF,Piezometre,1984/02/19,Quaternaire,30,-16.7844444444,15.1569444444,30
4134,THIES,TIVAOUNE,Meouane,GOUILLE SAMBA,"05-7X-0074","-16°40'05""","15°13'09""",WVI,Forage,1994/11/10,Quaternaire,54.5,-16.6680555556,15.2191666667,54.5
4135,THIES,TIVAOUNE,Meouane,KEUR MORY NDIAYE,"05-7X-0076","-16°44'20""","15°07'29""",WVI,Forage,1994/11/25,Quaternaire,45,-16.7388888889,15.1247222222,45
4136,THIES,TIVAOUNE,Meouane,MASSAR FALL,"05-7X-0077","-16°44'33""","15°07'04""",WVI,Forage,1994/12/08,Quaternaire,41,-16.7425,15.1177777778,41
4137,THIES,TIVAOUNE,Meouane,MBARAGLOU KHOULE BIS,"05-7X-0098","-16°42'55""","15°06'07""",WVI,Forage,1998/10/24,Continental terminal,48,-16.7152777778,15.1019444444,48
4138,THIES,TIVAOUNE,Meouane,MBAYE DIALLO,"05-8X-0110","-16°39'50""","15°11'59""",WVI,Forage,1991/09/17,Continental terminal,55.31,-16.6638888889,15.1997222222,55.31
4139,THIES,TIVAOUNE,Meouane,MBAYENE 1,"05-7X-0068","-16°43'28""","15°06'44""",WVI,Forage,1993/10/24,Continental terminal,56,-16.7244444444,15.1122222222,56
4140,THIES,TIVAOUNE,Meouane,MBOUKHEKHE,"05-8X-0040","-16°39'25""","15°12'20""",INTRAFOR,Forage,1981/07/20,Quaternaire,81,-16.6569444444,15.2055555556,81
4141,THIES,TIVAOUNE,Meouane,MEOUANE,"05-7X-0012","-16°45'50""","15°04'37""",PARSONS,Forage,1968/07/10,Eocene,64.6,-16.7638888889,15.0769444444,64.6
4142,THIES,TIVAOUNE,Meouane,MEOUANE,"05-7X-0067","-16°45'40""","15°04'40""",TECNOSOL,Forage,1993/11/21,Maastrichtien,444,-16.7611111111,15.0777777778,444
4143,THIES,TIVAOUNE,Meouane,NDAKHAR MBAYE,"05-7X-0069","-16°41'00""","15°10'10""",WVI,Forage,1994/01/05,Quaternaire,52.5,-16.6833333333,15.1694444444,52.5
4144,THIES,TIVAOUNE,Meouane,NDANDANTOU,"05-7X-0075","-16°40'53""","15°14'21""",WVI,Forage,1994/11/16,Quaternaire,51,-16.6813888889,15.2391666667,51
4145,THIES,TIVAOUNE,Meouane,NDANKHE,"05-8X-0113","-16°38'20""","15°10'13""",WVI,Forage,1991/09/03,Quaternaire,64.58,-16.6388888889,15.1702777778,64.58
4146,THIES,TIVAOUNE,Meouane,NDEUKOU  ICS - 74,"05-8X-0055","-16°40'18""","15°04'47""",SASIF,Piezometre,1984/02/15,Quaternaire,35,-16.6716666667,15.0797222222,35
4147,THIES,TIVAOUNE,Meouane,NDEUR,"05-7X-0078","-16°42'27""","15°06'16""",WVI,Forage,1994/12/05,Quaternaire,49.5,-16.7075,15.1044444444,49.5
4148,THIES,TIVAOUNE,Meouane,NDIRENE  ICS 75,"05-8X-0053","-16°38'58""","15°08'29""",SASIF,Piezometre,1984/02/13,Quaternaire,45,-16.6494444444,15.1413888889,45
4149,THIES,TIVAOUNE,Meouane,NDOGAL NDIENG,"05-7X-0082","-16°40'10""","15°14'40""",WVI,Forage,1995/12/06,Quaternaire,52,-16.6694444444,15.2444444444,52
4150,THIES,TIVAOUNE,Meouane,NDOMBILE,"05-7X-0066","-16°42'26""","15°11'19""",WVI,Forage,1991/09/26,Continental terminal,59,-16.7072222222,15.1886111111,59
4151,THIES,TIVAOUNE,Meouane,NDOYENE I,"05-8X-0270","-16°39'40""","15°07'47""",WVI,Forage,2001/10/24,Quaternaire,60,-16.6611111111,15.1297222222,60
4152,THIES,TIVAOUNE,Meouane,NGADIAWANE,"05-7X-0083","-16°40'02""","15°12'43""",WVI,Forage,1995/11/04,Quaternaire,55,-16.6672222222,15.2119444444,55
4153,THIES,TIVAOUNE,Meouane,NGAKHAM 2,"05-7X-0089","-16°49'00""","15°03'30""",CDE,Puits moderne,,Quaternaire,24,-16.8166666667,15.0583333333,24
4154,THIES,TIVAOUNE,Meouane,PALENE PONE,"05-8X-0034","-16°39'00""","15°09'40""",INTRAFOR,Forage,1981/06/06,Quaternaire,82,-16.65,15.1611111111,82
4155,THIES,TIVAOUNE,Meouane,SANTHIOU BOUNA,"05-8X-0036","-16°39'00""","15°11'30""",INTRAFOR,Forage,1981/07/06,Quaternaire,78,-16.65,15.1916666667,78
4156,THIES,TIVAOUNE,Meouane,SANTHIOU BOUNA,"05-8X-0112","-16°37'13""","15°10'53""",WVI,Forage,1991/09/10,Quaternaire,73.2,-16.6202777778,15.1813888889,73.2
4157,THIES,TIVAOUNE,Meouane,SINE MANDIAGA,"05-8X-0228","-16°37'35""","15°11'20""",WVI,Forage,1994/10/24,Quaternaire,58,-16.6263888889,15.1888888889,58
4158,THIES,TIVAOUNE,Meouane,SINE MBARICK,"05-8X-0019","-16°37'45""","15°08'00""",INTRAFOR,Forage,1975/11/19,Eocene,81,-16.6291666667,15.1333333333,81
4159,THIES,TIVAOUNE,Meouane,TAWA MBAYE,"05-7X-0084","-16°42'26""","15°11'44""",WVI,Forage,1995/12/15,Quaternaire,54,-16.7072222222,15.1955555556,54
4160,THIES,TIVAOUNE,Meouane,TAWA MBAYE  ICS-61,"05-7X-0054","-16°42'06""","15°11'29""",SASIF,Piezometre,1984/02/10,Quaternaire,70,-16.7016666667,15.1913888889,70
4161,THIES,TIVAOUNE,Meouane,TAWA MBAYE  ICS-71,"05-7X-0051","-16°39'48""","15°10'30""",SASIF,Piezometre,1984/01/23,Quaternaire,50,-16.6633333333,15.175,50
4162,THIES,TIVAOUNE,Meouane,TIOKE KHEWAR,"05-7X-0070","-16°43'17""","15°09'43""",WVI,Forage,1994/01/18,Quaternaire,56.5,-16.7213888889,15.1619444444,56.5
4163,THIES,TIVAOUNE,Meouane,TOFFI MBAYE,"05-7X-0087","-16°44'20""","15°10'04""",WVI,Forage,1995/12/22,Quaternaire,54,-16.7388888889,15.1677777778,54
4164,THIES,TIVAOUNE,Meouane,TOFFI MBAYE,"05-7X-0102","-16°44'20""","15°10'04""",WVI,Forage,1995/12/22,Eocene,54,-16.7388888889,15.1677777778,54
4165,THIES,TIVAOUNE,Meouane,TOUBA FALL,"05-8X-0248","-16°39'53""","15°11'38""",WVI,Forage,1996/01/13,Quaternaire,60.5,-16.6647222222,15.1938888889,60.5
4166,THIES,TIVAOUNE,Meouane,TOUNDE THIOUNE,"05-7X-0016","-16°40'10""","15°09'10""",INTRAFOR,Forage,1974/03/21,Quaternaire,67,-16.6694444444,15.1527777778,67
4167,THIES,TIVAOUNE,Meouane,WAKHAL DIAM,"05-7X-0085","-16°45'20""","15°08'30""",WVI,Forage,1995/11/12,Quaternaire,51,-16.7555555556,15.1416666667,51
4168,THIES,TIVAOUNE,Merina Dakhar,BARDIAL,"05-8X-0185","-16°32'41""","15°04'27""",WVI,Forage,1993/08/17,Eocene,45,-16.5447222222,15.0741666667,45
4169,THIES,TIVAOUNE,Merina Dakhar,BATAL 1,"05-8X-0157","-16°32'40""","15°04'27""",WVI,Forage,1993/02/04,Continental terminal,59,-16.5444444444,15.0741666667,59
4170,THIES,TIVAOUNE,Merina Dakhar,BOUSSOURA,"05-8X-0196","-16°29'35""","15°02'00""",WVI,Forage,1994/04/05,Eocene,47.57,-16.4930555556,15.0333333333,47.57
4171,THIES,TIVAOUNE,Merina Dakhar,DALLAKH 1,"05-8X-0105","-16°31'33""","15°09'20""",WVI,Forage,1992/02/27,Eocene,70,-16.5258333333,15.1555555556,70
4172,THIES,TIVAOUNE,Merina Dakhar,DAROU SALAM,"05-8X-0125","-16°28'00""","15°10'00""",WVI,Forage,1992/05/22,Eocene,75,-16.4666666667,15.1666666667,75
4173,THIES,TIVAOUNE,Merina Dakhar,DAWAKH BA,"05-8X-0191","-16°32'55""","15°07'37""",WVI,Forage,1993/08/23,Eocene,56,-16.5486111111,15.1269444444,56
4174,THIES,TIVAOUNE,Merina Dakhar,DIOKOUL TABBY,"05-8X-0010","-16°29'00""","15°03'00""",PARSONS,Forage,1968/05/29,Eocene,47.24,-16.4833333333,15.05,47.24
4175,THIES,TIVAOUNE,Merina Dakhar,DIOKOUL TABBY,"05-8X-0173","-16°31'01""","15°02'00""",WVI,Forage,1993/06/16,Eocene,55,-16.5169444444,15.0333333333,55
4176,THIES,TIVAOUNE,Merina Dakhar,DIOR,"05-8X-0236","-16°30'40""","15°06'27""",WVI,Forage,1995/08/03,Eocene,53.5,-16.5111111111,15.1075,53.5
4177,THIES,TIVAOUNE,Merina Dakhar,GADE NDIASSE,"05-8X-0127","-16°32'13""","15°07'35""",WVI,Forage,1992/06/16,Eocene,57,-16.5369444444,15.1263888889,57
4178,THIES,TIVAOUNE,Merina Dakhar,GADE NIANDOUL,"05-8X-0097","-16°30'00""","15°14'26""",WVI,Forage,2001/04/26,Continental terminal,70,-16.5,15.2405555556,70
4179,THIES,TIVAOUNE,Merina Dakhar,GATTY GUEYE,"05-8X-0159","-16°34'24""","15°06'31""",WVI,Forage,1993/02/15,Eocene,59,-16.5733333333,15.1086111111,59
4180,THIES,TIVAOUNE,Merina Dakhar,GATTY NGARAF,"05-8X-0120","-16°27'10""","15°09'53""",WVI,Forage,1992/04/30,Eocene,60,-16.4527777778,15.1647222222,60
4181,THIES,TIVAOUNE,Merina Dakhar,KAHONE DIAGNE,"05-8X-0096","-16°30'33""","15°02'53""",WVI,Forage,2000/08/22,Eocene,53.6,-16.5091666667,15.0480555556,53.6
4182,THIES,TIVAOUNE,Merina Dakhar,KERY BAKHDASS,"05-8X-0090","-16°35'00""","15°05'07""",WVI,Forage,2000/08/11,Eocene,50.6,-16.5833333333,15.0852777778,50.6
4183,THIES,TIVAOUNE,Merina Dakhar,KEULENE  ICS - 64,"05-8X-0054","-16°33'26""","15°05'00""",SASIF,Piezometre,1984/02/15,Eocene,51,-16.5572222222,15.0833333333,51
4184,THIES,TIVAOUNE,Merina Dakhar,KEUR DIADIE,"05-8X-0174","-16°32'02""","15°02'43""",WVI,Forage,1993/06/08,Eocene,51,-16.5338888889,15.0452777778,51
4185,THIES,TIVAOUNE,Merina Dakhar,KEUR MEDOUNE GNING,"05-8X-0188","-16°32'15""","15°04'54""",WVI,Forage,1993/09/03,Eocene,62,-16.5375,15.0816666667,62
4186,THIES,TIVAOUNE,Merina Dakhar,KEUR THIAR,"05-8X-0118","-16°30'40""","15°11'20""",WVI,Forage,1992/03/13,Eocene,67.2,-16.5111111111,15.1888888889,67.2
4187,THIES,TIVAOUNE,Merina Dakhar,KHAYE NGUISSAM,"05-8X-0184","-16°30'00""","15°02'10""",WVI,Forage,1993/09/10,Continental terminal,51,-16.5,15.0361111111,51
4188,THIES,TIVAOUNE,Merina Dakhar,KOUDIANE,"05-8X-0180","-16°29'17""","15°05'46""",WVI,Forage,1993/07/12,Eocene,61,-16.4880555556,15.0961111111,61
4189,THIES,TIVAOUNE,Merina Dakhar,LAKHASSO,"05-8X-0018","-16°28'46""","15°11'43""",INTRAFOR,Piezometre,1974/05/16,Eocene,82.5,-16.4794444444,15.1952777778,82.5
4190,THIES,TIVAOUNE,Merina Dakhar,LAMDIANE,"05-8X-0158","-16°34'20""","15°04'30""",WVI,Forage,1993/02/23,Eocene,47,-16.5722222222,15.075,47
4191,THIES,TIVAOUNE,Merina Dakhar,LEIR DAO GAYE,"05-8X-0192","-16°30'00""","15°10'59""",WVI,Forage,1993/09/15,Eocene,71,-16.5,15.1830555556,71
4192,THIES,TIVAOUNE,Merina Dakhar,LOUKOUCK NDIAYE,"05-8X-0152","-16°30'00""","15°00'26""",WVI,Forage,1993/01/05,Eocene,81,-16.5,15.0072222222,81
4193,THIES,TIVAOUNE,Merina Dakhar,LOUKOUK CISS,"05-8X-0151","-16°30'00""","15°10'33""",WVI,Forage,1993/01/12,Eocene,57.5,-16.5,15.1758333333,57.5
4194,THIES,TIVAOUNE,Merina Dakhar,LOYENE MBAR,"05-8X-0115","-16°30'00""","15°13'17""",WVI,Forage,1992/04/01,Eocene,75,-16.5,15.2213888889,75
4195,THIES,TIVAOUNE,Merina Dakhar,LOYENE NIOCK,"05-8X-0116","-16°30'00""","15°13'11""",WVI,Forage,1992/03/25,Eocene,49,-16.5,15.2197222222,49
4196,THIES,TIVAOUNE,Merina Dakhar,MAICK,"05-8X-0187","-16°30'47""","15°01'51""",WVI,Forage,1993/08/30,Eocene,55.5,-16.5130555556,15.0308333333,55.5
4197,THIES,TIVAOUNE,Merina Dakhar,MAKA SARR,"05-8X-0169","-16°28'51""","15°01'57""",WVI,Forage,1993/06/07,Eocene,43.5,-16.4808333333,15.0325,43.5
4198,THIES,TIVAOUNE,Merina Dakhar,MBALLENE,"05-8X-0190","-16°32'11""","15°03'29""",WVI,Forage,1993/10/11,Eocene,54,-16.5363888889,15.0580555556,54
4199,THIES,TIVAOUNE,Merina Dakhar,MBAMBA TALL,"05-8X-0107","-16°31'47""","15°08'47""",WVI,Forage,1992/02/22,Eocene,63,-16.5297222222,15.1463888889,63
4200,THIES,TIVAOUNE,Merina Dakhar,MBAYLAR,"05-8X-0008","-16°28'35""","15°06'29""",PARSONS,Forage,1968/05/29,Eocene,43,-16.4763888889,15.1080555556,43
